Bank Code,Branch Code,Branch,Bank,Bank Name
7010,101,Galaha,BOC,Bank of Ceylon
7010,122,Galenbindunuwewa,BOC,Bank of Ceylon
7010,432,Galewela,BOC,Bank of Ceylon
7010,549,Galgamuwa,BOC,Bank of Ceylon
7010,653, Galkiriyagama,BOC,Bank of Ceylon
7010,089,Galle Bazaar,BOC,Bank of Ceylon
7010,003,Galle Fort,BOC,Bank of Ceylon
7010,514,Galnewa,BOC,Bank of Ceylon
7010,045,Gampaha S/G,BOC,Bank of Ceylon
7010,575,Gampola,BOC,Bank of Ceylon
7010,524,Gelioya,BOC,Bank of Ceylon
7010,669,Girandurukotte,BOC,Bank of Ceylon
7010,553,Giriulla,BOC,Bank of Ceylon
7010,786,Godakawela,BOC,Bank of Ceylon
7010,628,Grandpass,BOC,Bank of Ceylon
7010,691,Hakmana,BOC,Bank of Ceylon
7010,463,Haldummulla,BOC,Bank of Ceylon
7010,785,Hali ela,BOC,Bank of Ceylon
7010,085,Hambantota,BOC,Bank of Ceylon
7010,741,Hanwella,BOC,Bank of Ceylon
7010,035,Haputale,BOC,Bank of Ceylon
7010,040,Hatton,BOC,Bank of Ceylon
7010,772,Hemmathagama,BOC,Bank of Ceylon
7010,570,Hettipola,BOC,Bank of Ceylon
7010,609,Hikkaduwa,BOC,Bank of Ceylon
7010,601,Hingurakgoda,BOC,Bank of Ceylon
7010,509,Hingurana,BOC,Bank of Ceylon
7010,569,Hiripitiya,BOC,Bank of Ceylon
7010,568,Homagama,BOC,Bank of Ceylon
7010,054,Horana,BOC,Bank of Ceylon
7010,217,Horowpathana,BOC,Bank of Ceylon
7010,521,Hyde Park,BOC,Bank of Ceylon
7010,770,Ibbagamuwa,BOC,Bank of Ceylon
7010,061,Idama-Moratuwa,BOC,Bank of Ceylon
7010,135,Imaduwa,BOC,Bank of Ceylon
7010,453,Independent Square,BOC,Bank of Ceylon
7010,604,Ingiriya,BOC,Bank of Ceylon
7010,087,International Division,BOC,Bank of Ceylon
7010,236,Ipalogama,BOC,Bank of Ceylon
7010,776,Islamic Banking Unit,BOC,Bank of Ceylon
7010,039,Ja Ela,BOC,Bank of Ceylon
7010,005,Jaffna,BOC,Bank of Ceylon
7010,500,Jaffna 2nd Branch,BOC,Bank of Ceylon
7010,600,Jayanthipura,BOC,Bank of Ceylon
7010,059,Kadawatha,BOC,Bank of Ceylon
7010,780,Kadawatha 2nd City,BOC,Bank of Ceylon
7010,502,Kaduruwela,BOC,Bank of Ceylon
7010,608,Kaduwela,BOC,Bank of Ceylon
7010,622,Kahatagasdigiliya,BOC,Bank of Ceylon
7010,507,Kahawatte,BOC,Bank of Ceylon
7010,645,Kalawana,BOC,Bank of Ceylon
7010,510,Kalmunai,BOC,Bank of Ceylon
7010,589,Kalpitiya,BOC,Bank of Ceylon
7010,016,Kalutara S/G,BOC,Bank of Ceylon
7010,611,Kaluwanchikudy,BOC,Bank of Ceylon
7010,529,Kamburupitiya,BOC,Bank of Ceylon
7010,771,Kandana,BOC,Bank of Ceylon
7010,633,Kandapola,BOC,Bank of Ceylon
7010,002,Kandy,BOC,Bank of Ceylon
7010,649,Kandy 2nd,BOC,Bank of Ceylon
7010,605,Kankesanthurai,BOC,Bank of Ceylon
7010,623,Kantale Bazaar,BOC,Bank of Ceylon
7010,749,Karainagar,BOC,Bank of Ceylon
7010,616,Kataragama,BOC,Bank of Ceylon
7010,648,Kattankudy,BOC,Bank of Ceylon
7010,030,Katubedda,BOC,Bank of Ceylon
7010,666,Katugastota,BOC,Bank of Ceylon
7010,658,Katunayake I.P.Z.,BOC,Bank of Ceylon
7010,063,Kayts,BOC,Bank of Ceylon
7010,621,Kebithigollawa,BOC,Bank of Ceylon
7010,027,Kegalle,BOC,Bank of Ceylon
7010,536,Kegalle Bazaar,BOC,Bank of Ceylon
7010,676,Kekirawa,BOC,Bank of Ceylon
7010,093,Kilinochchi,BOC,Bank of Ceylon
7010,735,Kinniya,BOC,Bank of Ceylon
7010,543,Kiribathgoda,BOC,Bank of Ceylon
7010,571,Kirindiwela,BOC,Bank of Ceylon
7010,172,Kobeigane,BOC,Bank of Ceylon
7010,750,Koggala E.P.Z,BOC,Bank of Ceylon
7010,034,Kollupitiya,BOC,Bank of Ceylon
7010,670,Kollupitiya 2nd,BOC,Bank of Ceylon
7010,595,Kolonnawa,BOC,Bank of Ceylon
7010,787,Kopay,BOC,Bank of Ceylon
7010,629,Koslanda,BOC,Bank of Ceylon
7010,663,Kotahena,BOC,Bank of Ceylon
7010,773,Kottawa,BOC,Bank of Ceylon
7010,052,Kuliyapitiya,BOC,Bank of Ceylon
7010,009,Kurunegala,BOC,Bank of Ceylon
7010,513,Kurunegala Bazaar,BOC,Bank of Ceylon
7010,325,Kuruwita,BOC,Bank of Ceylon
7010,636,Lake House,BOC,Bank of Ceylon
7010,612,Lake View,BOC,Bank of Ceylon
7010,577,Lunugala,BOC,Bank of Ceylon
7010,647,Lunuwatte,BOC,Bank of Ceylon
7010,544,Madampe,BOC,Bank of Ceylon
7010,654,Madatugama,BOC,Bank of Ceylon
7010,581,Madawala,BOC,Bank of Ceylon
7010,565,Madurankuliya,BOC,Bank of Ceylon
7010,055,Maharagama,BOC,Bank of Ceylon
7010,542,Mahiyangana,BOC,Bank of Ceylon
7010,564,Maho,BOC,Bank of Ceylon
7010,026,Main Street,BOC,Bank of Ceylon
7010,763,Malabe,BOC,Bank of Ceylon
7010,281,Manipay,BOC,Bank of Ceylon
7010,574,Mankulam,BOC,Bank of Ceylon
7010,046,Mannar,BOC,Bank of Ceylon
7010,041,Maradana,BOC,Bank of Ceylon
7010,506,Maskeliya,BOC,Bank of Ceylon
7010,068,Matale,BOC,Bank of Ceylon
7010,024,Matara,BOC,Bank of Ceylon
7010,614,Matara Bazaar,BOC,Bank of Ceylon
7010,556,Matugama,BOC,Bank of Ceylon
7010,559,Mawanella,BOC,Bank of Ceylon
7010,257,Mawathagama,BOC,Bank of Ceylon
7010,238,Medagama,BOC,Bank of Ceylon
7010,162,Medawachchiya,BOC,Bank of Ceylon
7010,641,Medirigiriya,BOC,Bank of Ceylon
7010,384,Meegahakiwula,BOC,Bank of Ceylon
7010,728,Meegalewa,BOC,Bank of Ceylon
7010,555,Melsiripura,BOC,Bank of Ceylon
7010,618,Metropolitan,BOC,Bank of Ceylon
7010,518,Middeniya,BOC,Bank of Ceylon
7010,335,Mihintale,BOC,Bank of Ceylon
7010,593,Milagiriya,BOC,Bank of Ceylon
7010,545,Minuwangoda,BOC,Bank of Ceylon
7010,088,Mirigama,BOC,Bank of Ceylon
7010,082,Monaragala,BOC,Bank of Ceylon
7010,766,Mount Lavinia,BOC,Bank of Ceylon
7010,511,Mullaitivu,BOC,Bank of Ceylon
7010,118,Muttur,BOC,Bank of Ceylon
7010,762,Narahenpita,BOC,Bank of Ceylon
7010,534,Narammala,BOC,Bank of Ceylon
7010,050,Nattandiya,BOC,Bank of Ceylon
7010,092,Naula,BOC,Bank of Ceylon
7010,598,Nawalapitiya,BOC,Bank of Ceylon
7010,018,Negombo,BOC,Bank of Ceylon
7010,572,Negombo Bazzar,BOC,Bank of Ceylon
7010,638,Nelliady,BOC,Bank of Ceylon
7010,667,Neluwa,BOC,Bank of Ceylon
7010,547,Nikaweratiya,BOC,Bank of Ceylon
7010,591,Nintavur,BOC,Bank of Ceylon
7010,675,Nittambuwa,BOC,Bank of Ceylon
7010,597,Nivitigala,BOC,Bank of Ceylon
7010,656,Nochchiyagama,BOC,Bank of Ceylon
7010,779,Norchcholei,BOC,Bank of Ceylon
7010,049,Nugegoda,BOC,Bank of Ceylon
7010,029,Nuwara Eliya,BOC,Bank of Ceylon
7010,127,Padavi Parakramapura,BOC,Bank of Ceylon
7010,492,Padiyapelella,BOC,Bank of Ceylon
7010,348,Padiyatalawa,BOC,Bank of Ceylon
7010,678,Padukka,BOC,Bank of Ceylon
7010,640,Pallepola,BOC,Bank of Ceylon
7010,007,Panadura,BOC,Bank of Ceylon
7010,607,Panadura Bazaar,BOC,Bank of Ceylon
7010,546,Pannala,BOC,Bank of Ceylon
7010,644,Parliamentary Complex,BOC,Bank of Ceylon
7010,503,Passara,BOC,Bank of Ceylon
7010,690,Pelawatta,BOC,Bank of Ceylon
7010,042,Peliyagoda,BOC,Bank of Ceylon
7010,683,Pelmadulla,BOC,Bank of Ceylon
7010,152,Pemaduwa,BOC,Bank of Ceylon
7010,588,Peradeniya,BOC,Bank of Ceylon
7010,681,Personal,BOC,Bank of Ceylon
7010,004,Pettah,BOC,Bank of Ceylon
7010,587,Pilimatalawa,BOC,Bank of Ceylon
7010,736,Piliyandala,BOC,Bank of Ceylon
7010,610,Pitigala,BOC,Bank of Ceylon
7010,028,Point Pedro,BOC,Bank of Ceylon
7010,526,Polgahawela,BOC,Bank of Ceylon
7010,083,Polonnaruwa New Town,BOC,Bank of Ceylon
7010,783,Polpithigama,BOC,Bank of Ceylon
7010,664,Pothuhera,BOC,Bank of Ceylon
7010,318,Potuvil,BOC,Bank of Ceylon
7010,099,Primary Dealer Unit,BOC,Bank of Ceylon
7010,765,Pugoda,BOC,Bank of Ceylon
7010,425,Pundaluoya,BOC,Bank of Ceylon
7010,337,Pussellawa,BOC,Bank of Ceylon
7010,048,Puttalam,BOC,Bank of Ceylon
7010,764,Ragama,BOC,Bank of Ceylon
7010,746,Rajagiriya,BOC,Bank of Ceylon
7010,594,Rakwana,BOC,Bank of Ceylon
7010,782,Rambewa,BOC,Bank of Ceylon
7010,582,Rambukkana,BOC,Bank of Ceylon
7010,689,Ratmalana,BOC,Bank of Ceylon
7010,031,Ratnapura,BOC,Bank of Ceylon
7010,684,Ratnapura Bazaar,BOC,Bank of Ceylon
7010,639,Rattota,BOC,Bank of Ceylon
7010,627,Regent Street,BOC,Bank of Ceylon
7010,532,Ridigama,BOC,Bank of Ceylon
7010,167,Rikillagaskada,BOC,Bank of Ceylon
7010,693,Ruhunu Campus,BOC,Bank of Ceylon
7010,585,Ruwanwella,BOC,Bank of Ceylon
7010,440,Samanthurai,BOC,Bank of Ceylon
7010,421,Seeduwa,BOC,Bank of Ceylon
7010,183,Sewagama,BOC,Bank of Ceylon
7010,416,Siyambalanduwa,BOC,Bank of Ceylon
7010,650,Talatuoya,BOC,Bank of Ceylon
7010,531,Talawakelle,BOC,Bank of Ceylon
7010,596,Talgaswela,BOC,Bank of Ceylon
7010,655,Tambuttegama,BOC,Bank of Ceylon
7010,056,Tangalle,BOC,Bank of Ceylon
7010,747,Taprobane,BOC,Bank of Ceylon
7010,250,Tawalama,BOC,Bank of Ceylon
7010,781,Teldeniya,BOC,Bank of Ceylon
7010,322,Thanamalwila,BOC,Bank of Ceylon
7010,512,Thimbirigasyaya,BOC,Bank of Ceylon
7010,761,Thirunelvely,BOC,Bank of Ceylon
7010,157,Tirappane,BOC,Bank of Ceylon
7010,538,Tissamaharama,BOC,Bank of Ceylon
7010,760,Treasury Division,BOC,Bank of Ceylon
7010,006,Trincomalee,BOC,Bank of Ceylon
7010,624,Trincomalee Bazaar,BOC,Bank of Ceylon
7010,606,Uda Dumbara,BOC,Bank of Ceylon
7010,043, Union Place,BOC,Bank of Ceylon
7010,298,Urubokka,BOC,Bank of Ceylon
7010,343,Uva Paranagama,BOC,Bank of Ceylon
7010,626,Valachchenai,BOC,Bank of Ceylon
7010,044,Vavuniya,BOC,Bank of Ceylon
7010,682,Veyangoda,BOC,Bank of Ceylon
7010,775,Visakha,BOC,Bank of Ceylon
7010,584,Wadduwa,BOC,Bank of Ceylon
7010,558,Waikkal,BOC,Bank of Ceylon
7010,743,Walapane,BOC,Bank of Ceylon
7010,517,Walasmulla,BOC,Bank of Ceylon
7010,562, Warakapola,BOC,Bank of Ceylon
7010,379,Wariyapola,BOC,Bank of Ceylon
7010,505,Wattala,BOC,Bank of Ceylon
7010,340, Wattegama,BOC,Bank of Ceylon
7010,139,Weeraketiya,BOC,Bank of Ceylon
7010,550,Weligama,BOC,Bank of Ceylon
7010,730,Welimada,BOC,Bank of Ceylon
7010,527,Welisara,BOC,Bank of Ceylon
7010,023,Wellawatte,BOC,Bank of Ceylon
7010,434,Wellawaya,BOC,Bank of Ceylon
7010,104,Welpalla,BOC,Bank of Ceylon
7010,508,Wennappuwa,BOC,Bank of Ceylon
7010,769,Yakkala,BOC,Bank of Ceylon
7010,578,Yakkalamulla,BOC,Bank of Ceylon
7010,144,Yatawatte,BOC,Bank of Ceylon
7010,477,Yatiyantota,BOC,Bank of Ceylon
7038,002,Bambalapitiya,,Standard Chartered Bank
7038,001,Head Office,,Standard Chartered Bank
7038,004,Kiribathgoda,,Standard Chartered Bank
7038,005,Kirullapone,,Standard Chartered Bank
7038,008,Kollupitiya,,Standard Chartered Bank
7038,006,Moratuwa,,Standard Chartered Bank
7038,012,Negombo,,Standard Chartered Bank
7038,010,Pettah,,Standard Chartered Bank
7038,007,Rajagiriya,,Standard Chartered Bank
7038,011,Union Place,,Standard Chartered Bank
7038,014,Wattala,,Standard Chartered Bank
7038,003,Wellawatte,,Standard Chartered Bank
7047,001,Head Office,,Citi Bank
7047,100,Cash Mgmt,,Citi Bank
7056,172,Akkaraipattu,COM,Commercial Bank PLC
7056,035,Akuressa,COM,Commercial Bank PLC
7056,040,Aluthgama,COM,Commercial Bank PLC
7056,097,Ambalangoda,COM,Commercial Bank PLC
7056,063,Ambalantota,COM,Commercial Bank PLC
7056,100,Ampara,COM,Commercial Bank PLC
7056,254,Anniwatte Customer Service Point,COM,Commercial Bank PLC
7056,053,Anuradhapura,COM,Commercial Bank PLC
7056,185,Anuradhapura New Town,COM,Commercial Bank PLC
7056,156,Atchchuvely,COM,Commercial Bank PLC
7056,130,Athurugiriya,COM,Commercial Bank PLC
7056,070,Avissawella,COM,Commercial Bank PLC
7056,098,Baddegama,COM,Commercial Bank PLC
7056,052,Badulla,COM,Commercial Bank PLC
7056,082,Balangoda,COM,Commercial Bank PLC
7056,106,Bambalapitiya,COM,Commercial Bank PLC
7056,084,Bandaragama (C.S.P.),COM,Commercial Bank PLC
7056,080,Bandarawela,COM,Commercial Bank PLC
7056,113,Baseline Road CSP,COM,Commercial Bank PLC
7056,252,Batharamulla Arpico Super Centre,COM,Commercial Bank PLC
7056,029,Battaramulla,COM,Commercial Bank PLC
7056,105,Batticaloa,COM,Commercial Bank PLC
7056,181,Beliatta,COM,Commercial Bank PLC
7056,220,Beruwala Minicom,COM,Commercial Bank PLC
7056,147,Biyagama,COM,Commercial Bank PLC
7056,142,Boralesgamuwa,COM,Commercial Bank PLC
7056,132,Boralesgamuwa CSP,COM,Commercial Bank PLC
7056,019,Borella,COM,Commercial Bank PLC
7056,126,Chavakachcheri,COM,Commercial Bank PLC
7056,043,Chilaw,COM,Commercial Bank PLC
7056,107,Chunakkam,COM,Commercial Bank PLC
7056,002,City Office,COM,Commercial Bank PLC
7056,050,Colombo 7,COM,Commercial Bank PLC
7056,054,Dambulla,COM,Commercial Bank PLC
7056,164,Dankotuwa,COM,Commercial Bank PLC
7056,058,Dehiwala,COM,Commercial Bank PLC
7056,251,Dehiwala Arpico Super Centre,COM,Commercial Bank PLC
7056,134,Delkanda CSP,COM,Commercial Bank PLC
7056,111,Deniyaya,COM,Commercial Bank PLC
7056,140,Digana,COM,Commercial Bank PLC
7056,068,Duplication Road,COM,Commercial Bank PLC
7056,158,Eheliyagoda,COM,Commercial Bank PLC
7056,071,Ekala (CSP),COM,Commercial Bank PLC
7056,103,Elpitiya,COM,Commercial Bank PLC
7056,030,Embilipitiya,COM,Commercial Bank PLC
7056,168,Eravur,COM,Commercial Bank PLC
7056,003,Foreign,COM,Commercial Bank PLC
7056,009,Galewela,COM,Commercial Bank PLC
7056,027,Galle City,COM,Commercial Bank PLC
7056,005,Galle Fort,COM,Commercial Bank PLC
7056,044,Gampaha,COM,Commercial Bank PLC
7056,102,Gampola,COM,Commercial Bank PLC
7056,177,Ganemulla,COM,Commercial Bank PLC
7056,182,Giriulla,COM,Commercial Bank PLC
7056,057,Grandpass,COM,Commercial Bank PLC
7056,166,Hambantota,COM,Commercial Bank PLC
7056,143,Hanwella,COM,Commercial Bank PLC
7056,115,Hatton,COM,Commercial Bank PLC
7056,001,Head Office,COM,Commercial Bank PLC
7056,014,Hikkaduwa,COM,Commercial Bank PLC
7056,015,Hingurakgoda,COM,Commercial Bank PLC
7056,258,Holiday Banking Centre - Majestic City,COM,Commercial Bank PLC
7056,075,Homagama,COM,Commercial Bank PLC
7056,076,Horana,COM,Commercial Bank PLC
7056,224,Horana Minicom,COM,Commercial Bank PLC
7056,253,Hydepark Arpico Service Center,COM,Commercial Bank PLC
7056,901,Islamic Banking Unit,COM,Commercial Bank PLC
7056,081,Ja-Ela,COM,Commercial Bank PLC
7056,006,Jaffna,COM,Commercial Bank PLC
7056,127,Jaffna C.S.P,COM,Commercial Bank PLC
7056,067,Kadawatha,COM,Commercial Bank PLC
7056,088,Kaduruwela,COM,Commercial Bank PLC
7056,042,Kaduwela,COM,Commercial Bank PLC
7056,133,Kahawatta,COM,Commercial Bank PLC
7056,138,Kalawana,COM,Commercial Bank PLC
7056,152,Kalmunai,COM,Commercial Bank PLC
7056,036,Kalutara,COM,Commercial Bank PLC
7056,104,Kamburupitiya,COM,Commercial Bank PLC
7056,031,Kandana,COM,Commercial Bank PLC
7056,004,Kandy,COM,Commercial Bank PLC
7056,150,Kandy City office,COM,Commercial Bank PLC
7056,135,karapitiya,COM,Commercial Bank PLC
7056,173,Kataragama,COM,Commercial Bank PLC
7056,114,Katubedda,COM,Commercial Bank PLC
7056,167,Katubedda Service Point,COM,Commercial Bank PLC
7056,045,Katugastota,COM,Commercial Bank PLC
7056,227,Katukurunda Minicom Centre,COM,Commercial Bank PLC
7056,190,Katunayake,COM,Commercial Bank PLC
7056,025,Katunayake FTZ,COM,Commercial Bank PLC
7056,021,Kegalle,COM,Commercial Bank PLC
7056,110,Kekirawa,COM,Commercial Bank PLC
7056,039,Keyzer Street,COM,Commercial Bank PLC
7056,155,Kilinochchi,COM,Commercial Bank PLC
7056,069,Kiribathgoda,COM,Commercial Bank PLC
7056,257,Kiribathgoda Service Centre,COM,Commercial Bank PLC
7056,139,Kirindiwela,COM,Commercial Bank PLC
7056,047,Kirulapona,COM,Commercial Bank PLC
7056,074,Kochchikade (C.S.P.),COM,Commercial Bank PLC
7056,028,Koggala,COM,Commercial Bank PLC
7056,087,Kohuwala - (C.S.P.),COM,Commercial Bank PLC
7056,011,Kollupitiya,COM,Commercial Bank PLC
7056,012,Kotahena,COM,Commercial Bank PLC
7056,119,Kotikawatta,COM,Commercial Bank PLC
7056,121,Kottawa,COM,Commercial Bank PLC
7056,051,Kuliyapitiya,COM,Commercial Bank PLC
7056,255,Kundasale CSP,COM,Commercial Bank PLC
7056,016,Kurunegala,COM,Commercial Bank PLC
7056,122,Kurunegala (CSP),COM,Commercial Bank PLC
7056,175,Kuruwita,COM,Commercial Bank PLC
7056,018,Maharagama,COM,Commercial Bank PLC
7056,137,Mahiyanganaya,COM,Commercial Bank PLC
7056,214,Majestic City-Minicom Centre,COM,Commercial Bank PLC
7056,086,Malabe (C.S.P.),COM,Commercial Bank PLC
7056,153,Manipay,COM,Commercial Bank PLC
7056,154,Mannar,COM,Commercial Bank PLC
7056,032,Maradana,COM,Commercial Bank PLC
7056,008,Matale,COM,Commercial Bank PLC
7056,007,Matara,COM,Commercial Bank PLC
7056,151,Matara City office,COM,Commercial Bank PLC
7056,222,Matara Minicom,COM,Commercial Bank PLC
7056,096,Mathugama,COM,Commercial Bank PLC
7056,079,Mawanella,COM,Commercial Bank PLC
7056,161,Mawathagama,COM,Commercial Bank PLC
7056,226,Minicom Centre - Bokundara,COM,Commercial Bank PLC
7056,033,Minuwangoda,COM,Commercial Bank PLC
7056,066,Mirigama,COM,Commercial Bank PLC
7056,120,Monaragala,COM,Commercial Bank PLC
7056,059,Moratuwa,COM,Commercial Bank PLC
7056,093,Mount Lavinia(C.S.P.),COM,Commercial Bank PLC
7056,023,Mutuwal,COM,Commercial Bank PLC
7056,022,Narahenpita,COM,Commercial Bank PLC
7056,060,Narammala,COM,Commercial Bank PLC
7056,055,Nattandiya,COM,Commercial Bank PLC
7056,101,Nawala (C.S.P.),COM,Commercial Bank PLC
7056,089,Nawalapitiya,COM,Commercial Bank PLC
7056,259,Nawam Mawatha Service Point,COM,Commercial Bank PLC
7056,256,Negambo Arpico Centre,COM,Commercial Bank PLC
7056,013,Negombo,COM,Commercial Bank PLC
7056,118,Negombo Extension Office,COM,Commercial Bank PLC
7056,108,Nelliady,COM,Commercial Bank PLC
7056,125,Neluwa,COM,Commercial Bank PLC
7056,083,Nikaweratiya,COM,Commercial Bank PLC
7056,065,Nittambuwa,COM,Commercial Bank PLC
7056,261,Nittambuwa CSP,COM,Commercial Bank PLC
7056,020,Nugegoda,COM,Commercial Bank PLC
7056,034,Nuwara Eliya,COM,Commercial Bank PLC
7056,017,Old Moor Street,COM,Commercial Bank PLC
7056,187,Padukka,COM,Commercial Bank PLC
7056,206,Palavi CSP,COM,Commercial Bank PLC
7056,041,Panadura,COM,Commercial Bank PLC
7056,223,Panadura Minicom,COM,Commercial Bank PLC
7056,038,Panchikawatte,COM,Commercial Bank PLC
7056,144,Pannala,COM,Commercial Bank PLC
7056,186,Passara,COM,Commercial Bank PLC
7056,165,Peliyagoda CSP,COM,Commercial Bank PLC
7056,149,Pelmadulla,COM,Commercial Bank PLC
7056,073,Peradeniya (CSP),COM,Commercial Bank PLC
7056,024,Pettah,COM,Commercial Bank PLC
7056,072,Pettah Main Street,COM,Commercial Bank PLC
7056,109,Pilimathalawa,COM,Commercial Bank PLC
7056,077,Piliyandala,COM,Commercial Bank PLC
7056,117,Pitakotte CSP,COM,Commercial Bank PLC
7056,141,Polgahawela,COM,Commercial Bank PLC
7056,169,Priority Banking Centre,COM,Commercial Bank PLC
7056,148,Puttlam,COM,Commercial Bank PLC
7056,131,Raddolugama CSP,COM,Commercial Bank PLC
7056,221,Ragama minicom,COM,Commercial Bank PLC
7056,062,Rajagiriya,COM,Commercial Bank PLC
7056,216,Ramanayake Mawatha,COM,Commercial Bank PLC
7056,046,Ratmalana,COM,Commercial Bank PLC
7056,049,Ratnapura,COM,Commercial Bank PLC
7056,116,Reid Avenue,COM,Commercial Bank PLC
7056,163,Ruwanwella,COM,Commercial Bank PLC
7056,064,Seeduwa,COM,Commercial Bank PLC
7056,123,Tangalle,COM,Commercial Bank PLC
7056,078,Thalawathugoda (C.S.P.),COM,Commercial Bank PLC
7056,162,Thambuttegama,COM,Commercial Bank PLC
7056,157,Thirunelvely,COM,Commercial Bank PLC
7056,124,Tissamaharama,COM,Commercial Bank PLC
7056,037,Trincomalee,COM,Commercial Bank PLC
7056,129,Udugama,COM,Commercial Bank PLC
7056,048,Union Place,COM,Commercial Bank PLC
7056,159,Valachchenai,COM,Commercial Bank PLC
7056,061,Vavuniya,COM,Commercial Bank PLC
7056,171,Vavuniya CSP,COM,Commercial Bank PLC
7056,170,Velanai,COM,Commercial Bank PLC
7056,146,Wadduwa,COM,Commercial Bank PLC
7056,128,Warakapola,COM,Commercial Bank PLC
7056,145,Ward Place,COM,Commercial Bank PLC
7056,174,Wariyapola,COM,Commercial Bank PLC
7056,056,Wattala,COM,Commercial Bank PLC
7056,260,Wattala - Service Point,COM,Commercial Bank PLC
7056,225,Wattala Minicom,COM,Commercial Bank PLC
7056,112,Weligama,COM,Commercial Bank PLC
7056,136,Welimada,COM,Commercial Bank PLC
